date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations,share_doses_used,total_boosters
2021-02-09,Veterans Health,1268553.0,1929100.0,958539.0,308881.0,42169.0,0.6579999999999999,
2021-02-09,Arizona,863807.0,1265950.0,695970.0,166798.0,33164.0,0.682,
2021-02-09,South Carolina,585692.0,712325.0,460511.0,119206.0,16428.0,0.8220000000000001,
2021-02-09,Tennessee,812079.0,1157375.0,558590.0,250647.0,25742.0,0.7020000000000001,
2021-02-09,Nebraska,235298.0,386775.0,165853.0,68056.0,7555.0,0.608,
2021-02-09,New Mexico,346064.0,405500.0,253534.0,88738.0,9778.0,0.853,
2021-02-09,Vermont,93037.0,129875.0,64864.0,28010.0,2717.0,0.716,
2021-02-09,Virgin Islands,10064.0,21525.0,7313.0,2751.0,479.0,0.46799999999999997,
2021-02-09,Maine,187512.0,276600.0,138005.0,47770.0,5961.0,0.6779999999999999,
2021-02-09,Guam,30923.0,51300.0,24420.0,6260.0,873.0,0.603,
2021-02-09,Ohio,1373728.0,2070625.0,1059251.0,312725.0,46941.0,0.6629999999999999,
2021-02-09,Maryland,692965.0,1098275.0,537805.0,154468.0,22275.0,0.631,
2021-02-09,Indian Health Svc,297375.0,492875.0,219484.0,73708.0,11885.0,0.603,
2021-02-09,Northern Mariana Islands,12264.0,29650.0,8023.0,4233.0,265.0,0.414,
2021-02-09,Hawaii,194035.0,285950.0,142259.0,42472.0,8017.0,0.679,
2021-02-09,Republic of Palau,3468.0,9200.0,3109.0,359.0,42.0,0.377,
2021-02-09,American Samoa,12680.0,29450.0,9792.0,2885.0,274.0,0.431,
2021-02-09,Nevada,351531.0,510200.0,282040.0,67651.0,14051.0,0.6890000000000001,
2021-02-09,Marshall Islands,5145.0,21000.0,4628.0,479.0,127.0,0.245,
2021-02-09,District of Columbia,,,,,4383.0,,
2021-02-09,Pennsylvania,1478180.0,2322875.0,1134099.0,340234.0,46034.0,0.636,
2021-02-09,Louisiana,619729.0,880150.0,438336.0,180112.0,20531.0,0.7040000000000001,
2021-02-09,Arkansas,404127.0,580775.0,305917.0,95202.0,12808.0,0.696,
2021-02-09,California,4784478.0,7385225.0,3880253.0,875340.0,177237.0,0.648,
2021-02-09,North Dakota,129780.0,143400.0,87633.0,38417.0,4256.0,0.905,
2021-02-09,New Hampshire,168727.0,267450.0,121201.0,47409.0,4704.0,0.631,
2021-02-09,Puerto Rico,314047.0,630850.0,236882.0,75814.0,8658.0,0.498,
2021-02-09,Minnesota,745290.0,975850.0,541133.0,160794.0,27513.0,0.764,
2021-02-09,Alaska,152874.0,256900.0,110936.0,41698.0,4204.0,0.595,
2021-02-09,Alabama,490969.0,823600.0,395196.0,95033.0,17012.0,0.596,
2021-02-09,Idaho,198826.0,282075.0,151372.0,37002.0,10311.0,0.705,
2021-02-09,New York State,2441693.0,3428000.0,1795592.0,572426.0,67892.0,0.7120000000000001,
2021-02-10,Puerto Rico,324368.0,651350.0,242200.0,80807.0,8242.0,0.498,
2021-02-10,Nevada,366333.0,521200.0,291370.0,73088.0,12409.0,0.703,
2021-02-10,Missouri,669658.0,1021500.0,507801.0,154987.0,26792.0,0.6559999999999999,
2021-02-10,Oregon,589035.0,831350.0,434561.0,152361.0,19252.0,0.7090000000000001,
2021-02-10,Mississippi,345507.0,570075.0,277287.0,67829.0,13515.0,0.606,
2021-02-10,Dept of Defense,657414.0,1012225.0,511923.0,135576.0,21207.0,0.649,
2021-02-10,Iowa,368759.0,540375.0,268974.0,95650.0,14569.0,0.682,
2021-02-10,South Dakota,136438.0,173275.0,94744.0,41607.0,3639.0,0.787,
2021-02-10,Tennessee,839686.0,1225075.0,577121.0,259283.0,25981.0,0.685,
2021-02-10,Arizona,897757.0,1370175.0,719051.0,177565.0,34531.0,0.655,
2021-02-10,Marshall Islands,5260.0,21000.0,4729.0,493.0,143.0,0.25,
2021-02-10,Utah,510267.0,554050.0,307059.0,105704.0,26519.0,0.9209999999999999,
2021-02-10,Delaware,130116.0,183250.0,103319.0,26054.0,3225.0,0.71,
2021-02-10,Louisiana,639019.0,882350.0,448139.0,189574.0,21437.0,0.7240000000000001,
2021-02-10,New Hampshire,176192.0,277225.0,125466.0,50602.0,5417.0,0.636,
2021-02-10,Kansas,319662.0,553750.0,241127.0,76561.0,11215.0,0.5770000000000001,
2021-02-10,Maryland,721159.0,1101200.0,551581.0,168844.0,24964.0,0.655,
2021-02-10,Virgin Islands,10718.0,24275.0,7762.0,2956.0,476.0,0.442,
2021-02-10,Michigan,1358924.0,1865325.0,971480.0,371358.0,45237.0,0.7290000000000001,
2021-02-10,South Carolina,608062.0,732700.0,475116.0,126831.0,18409.0,0.83,
2021-02-10,Virginia,1187340.0,1559275.0,925586.0,231608.0,37771.0,0.7609999999999999,
2021-02-10,Veterans Health,1322833.0,1986425.0,988979.0,332704.0,44123.0,0.6659999999999999,
2021-02-10,Northern Mariana Islands,12530.0,29650.0,8174.0,4348.0,268.0,0.423,
2021-02-10,Alabama,515802.0,861175.0,412462.0,102520.0,18209.0,0.599,
2021-02-10,Rhode Island,124962.0,208350.0,87862.0,37051.0,3355.0,0.6,
2021-02-10,Indiana,795702.0,1291675.0,617918.0,177231.0,22565.0,0.616,
2021-02-10,Washington,1008946.0,1405100.0,780179.0,215824.0,34713.0,0.718,
2021-02-10,Oklahoma,606406.0,779400.0,440614.0,162188.0,20567.0,0.778,
2021-02-10,United States,44769970.0,65972575.0,33783384.0,10469514.0,1555959.0,0.679,
2021-02-10,Wyoming,79515.0,117475.0,61170.0,18180.0,2677.0,0.677,
2021-02-10,Guam,32443.0,51300.0,25308.0,6873.0,911.0,0.632,
2021-02-10,Idaho,205379.0,310025.0,155238.0,39608.0,10428.0,0.662,
2021-02-10,Alaska,156255.0,260300.0,112448.0,43552.0,4356.0,0.6,
2021-02-10,Minnesota,745290.0,1058225.0,541133.0,160794.0,27513.0,0.7040000000000001,
2021-02-10,Indian Health Svc,306717.0,662850.0,224869.0,77250.0,11803.0,0.46299999999999997,
2021-02-10,Florida,2835535.0,4258875.0,2064585.0,756678.0,100338.0,0.6659999999999999,
2021-02-10,California,4957297.0,7607100.0,3994969.0,928615.0,183712.0,0.652,
2021-02-10,Federated States of Micronesia,8017.0,30000.0,7744.0,246.0,252.0,0.267,
2021-02-10,District of Columbia,,,,,4717.0,,
2021-02-10,North Dakota,130019.0,143400.0,88917.0,39154.0,3778.0,0.907,
2021-02-10,Ohio,1406437.0,2151175.0,1077597.0,326984.0,45864.0,0.654,
2021-02-10,Montana,144343.0,192125.0,106038.0,37966.0,4853.0,0.7509999999999999,
2021-02-10,Illinois,1539781.0,2327100.0,1198096.0,314687.0,61601.0,0.662,
2021-02-10,Massachusetts,883945.0,1393725.0,687093.0,194968.0,36924.0,0.634,
2021-02-10,Republic of Palau,3527.0,9200.0,3109.0,418.0,43.0,0.38299999999999995,
2021-02-10,Georgia,1223850.0,1914800.0,946505.0,251946.0,35545.0,0.639,
2021-02-10,American Samoa,13318.0,29450.0,9818.0,3494.0,322.0,0.452,
2021-02-10,Pennsylvania,1538058.0,2437975.0,1176825.0,356869.0,54281.0,0.631,
2021-02-10,Colorado,787041.0,1110575.0,557204.0,225626.0,24274.0,0.7090000000000001,
2021-02-10,Arkansas,418054.0,581875.0,311339.0,103669.0,13658.0,0.718,
2021-02-10,Hawaii,194035.0,296250.0,142259.0,42472.0,7193.0,0.655,
2021-02-10,Bureau of Prisons,42751.0,42475.0,27564.0,15085.0,1214.0,1.006,
2021-02-10,Kentucky,584947.0,840400.0,442691.0,139605.0,21364.0,0.696,
2021-02-10,Wisconsin,796703.0,1059200.0,619711.0,168029.0,35504.0,0.752,
2021-02-10,Nebraska,241067.0,398575.0,169053.0,70566.0,7540.0,0.605,
2021-02-10,New York State,2535824.0,3731300.0,1833754.0,619504.0,76093.0,0.68,
2021-02-10,Maine,193246.0,285800.0,141778.0,49721.0,6780.0,0.6759999999999999,
2021-02-10,Vermont,93862.0,134075.0,65577.0,28122.0,2735.0,0.7,
2021-02-10,New Mexico,354627.0,411350.0,258073.0,92720.0,9971.0,0.862,
2021-02-10,Texas,3568618.0,5010525.0,2672352.0,893767.0,130817.0,0.7120000000000001,
2021-02-10,West Virginia,332577.0,380400.0,222233.0,110332.0,9216.0,0.8740000000000001,
2021-02-10,Long Term Care,5176499.0,,,,164870.0,,
2021-02-10,North Carolina,1336079.0,1831875.0,1033527.0,300991.0,44199.0,0.7290000000000001,
2021-02-10,Connecticut,574750.0,801325.0,423296.0,142918.0,15677.0,0.7170000000000001,
2021-02-10,New Jersey,1148733.0,1688975.0,883576.0,259944.0,42430.0,0.68,
2021-02-11,Republic of Palau,3831.0,9200.0,3109.0,722.0,86.0,0.41600000000000004,
2021-02-11,Virginia,1223199.0,1589875.0,945182.0,247784.0,39162.0,0.769,
2021-02-11,Marshall Islands,5433.0,21000.0,4868.0,527.0,144.0,0.259,
2021-02-11,Illinois,1604830.0,2455500.0,1243706.0,330108.0,60923.0,0.654,
2021-02-11,Nebraska,247879.0,405600.0,172690.0,73704.0,7536.0,0.611,
2021-02-11,Massachusetts,924612.0,1445425.0,715308.0,207392.0,38812.0,0.64,
2021-02-11,Guam,33993.0,51300.0,26019.0,7711.0,1132.0,0.6629999999999999,
2021-02-11,Ohio,1459174.0,2293650.0,1107677.0,349390.0,47299.0,0.636,
2021-02-11,Puerto Rico,336959.0,706500.0,248934.0,86660.0,8377.0,0.47700000000000004,
2021-02-11,New Jersey,1196677.0,1770250.0,911345.0,280021.0,49279.0,0.6759999999999999,
2021-02-11,West Virginia,340780.0,387400.0,226323.0,114445.0,9147.0,0.88,
2021-02-11,Maine,193246.0,299375.0,141778.0,49721.0,5687.0,0.645,
2021-02-11,Maryland,745478.0,1188600.0,563324.0,181380.0,25665.0,0.627,
2021-02-11,Oregon,589035.0,840475.0,434561.0,152361.0,16722.0,0.701,
2021-02-11,Tennessee,866352.0,1295675.0,595081.0,267820.0,26016.0,0.669,
2021-02-11,Alabama,543237.0,911875.0,431259.0,111036.0,19258.0,0.596,
2021-02-11,South Carolina,628496.0,779500.0,487418.0,133648.0,18723.0,0.8059999999999999,
2021-02-11,Wisconsin,826275.0,1080700.0,640058.0,176673.0,39623.0,0.765,
2021-02-11,Bureau of Prisons,44177.0,42475.0,28139.0,15931.0,1140.0,1.04,
2021-02-11,Rhode Island,127931.0,211650.0,89723.0,38158.0,3436.0,0.604,
2021-02-11,North Dakota,133616.0,155375.0,90939.0,40721.0,3817.0,0.86,
2021-02-11,Hawaii,200618.0,308300.0,150648.0,49969.0,7073.0,0.6509999999999999,
2021-02-11,New York State,2620734.0,3843300.0,1869595.0,668178.0,80062.0,0.682,
2021-02-11,Dept of Defense,679431.0,1037725.0,525007.0,144383.0,21226.0,0.655,
2021-02-11,Vermont,96908.0,137925.0,67024.0,29713.0,2816.0,0.703,
2021-02-11,Texas,3708460.0,5091325.0,2745305.0,960517.0,129014.0,0.728,
2021-02-11,North Carolina,1382652.0,1938075.0,1050246.0,330758.0,45597.0,0.713,
2021-02-11,Long Term Care,5348775.0,,,,162678.0,,
2021-02-11,Georgia,1273015.0,2017525.0,967179.0,279546.0,37854.0,0.631,
2021-02-11,New Mexico,369864.0,428675.0,264105.0,101665.0,10757.0,0.863,
2021-02-11,Oklahoma,628361.0,815475.0,452166.0,172509.0,20568.0,0.7709999999999999,
2021-02-11,Wyoming,79515.0,118875.0,61170.0,18180.0,2677.0,0.669,
2021-02-11,Idaho,214063.0,319825.0,159796.0,43231.0,10309.0,0.669,
2021-02-11,Alaska,162273.0,270250.0,116001.0,46006.0,4620.0,0.6,
2021-02-11,Florida,2957730.0,4318675.0,2118750.0,823514.0,104854.0,0.685,
2021-02-11,Minnesota,754262.0,1121000.0,575084.0,176482.0,17116.0,0.6729999999999999,
2021-02-11,District of Columbia,,,,,3976.0,,
2021-02-11,California,5134864.0,7822300.0,4108216.0,990128.0,201580.0,0.6559999999999999,
2021-02-11,Federated States of Micronesia,8365.0,30000.0,7991.0,346.0,238.0,0.27899999999999997,
2021-02-11,Montana,149339.0,192125.0,109266.0,39710.0,4742.0,0.777,
2021-02-11,Arkansas,430803.0,593775.0,316972.0,110751.0,13225.0,0.726,
2021-02-11,Missouri,694992.0,1058775.0,524638.0,163157.0,27112.0,0.6559999999999999,
2021-02-11,Indiana,832031.0,1351325.0,637068.0,194281.0,22977.0,0.616,
2021-02-11,Washington,1040044.0,1429050.0,797359.0,229588.0,34669.0,0.728,
2021-02-11,South Dakota,141733.0,181725.0,97817.0,43827.0,3722.0,0.78,
2021-02-11,Indian Health Svc,325336.0,679350.0,236970.0,83614.0,12392.0,0.479,
2021-02-11,Virgin Islands,11168.0,25450.0,8039.0,3129.0,422.0,0.439,
2021-02-11,Kentucky,608198.0,882200.0,454145.0,151297.0,21774.0,0.6890000000000001,
2021-02-11,Iowa,387370.0,579200.0,282596.0,99986.0,15445.0,0.669,
2021-02-11,American Samoa,13513.0,29450.0,9822.0,3685.0,322.0,0.45899999999999996,
2021-02-11,Utah,510267.0,579600.0,307059.0,105704.0,22400.0,0.88,
2021-02-11,Louisiana,639019.0,894850.0,448139.0,189574.0,18434.0,0.7140000000000001,
2021-02-11,New Hampshire,184103.0,298075.0,130806.0,53145.0,5574.0,0.618,
2021-02-11,Delaware,133370.0,182225.0,105760.0,26864.0,3227.0,0.732,
2021-02-11,Arizona,941575.0,1391475.0,747599.0,192542.0,36494.0,0.677,
2021-02-11,United States,46390270.0,68285575.0,34723964.0,11188782.0,1598080.0,0.679,
2021-02-11,Michigan,1412047.0,1895500.0,997466.0,398177.0,47606.0,0.745,
2021-02-11,Veterans Health,1377358.0,2042525.0,1020271.0,355921.0,50169.0,0.674,
2021-02-11,Kansas,332923.0,564000.0,248979.0,81948.0,11643.0,0.59,
2021-02-11,Colorado,815108.0,1162775.0,570979.0,239804.0,25169.0,0.701,
2021-02-11,Nevada,379077.0,533800.0,299502.0,77555.0,12497.0,0.71,
2021-02-11,Mississippi,365400.0,601625.0,286055.0,78802.0,16356.0,0.607,
2021-02-11,Connecticut,600249.0,812325.0,437058.0,154639.0,16918.0,0.7390000000000001,
2021-02-11,Pennsylvania,1594474.0,2540475.0,1215755.0,373882.0,53677.0,0.628,
2021-02-11,Northern Mariana Islands,12728.0,29650.0,8344.0,4376.0,252.0,0.429,
2021-02-12,West Virginia,351427.0,387700.0,230596.0,120819.0,8515.0,0.9059999999999999,
2021-02-12,Wisconsin,864476.0,1080800.0,664353.0,190059.0,38475.0,0.8,
2021-02-12,New Mexico,388806.0,429950.0,272325.0,111954.0,11694.0,0.904,
2021-02-12,Marshall Islands,5609.0,21000.0,4980.0,590.0,151.0,0.267,
2021-02-12,Ohio,1540491.0,2293650.0,1162381.0,375675.0,51893.0,0.672,
2021-02-12,Nebraska,259906.0,407500.0,179502.0,78835.0,7967.0,0.638,
2021-02-12,Iowa,408578.0,590900.0,299032.0,104622.0,16457.0,0.691,
2021-02-12,Arizona,990296.0,1393475.0,780057.0,207912.0,38691.0,0.711,
2021-02-12,Kansas,350741.0,581975.0,261332.0,86597.0,12445.0,0.603,
2021-02-12,Nevada,394172.0,533800.0,308611.0,83485.0,12836.0,0.738,
2021-02-12,Hawaii,208807.0,310200.0,154828.0,53976.0,5585.0,0.6729999999999999,
2021-02-12,Dept of Defense,701736.0,1062500.0,536578.0,154958.0,20337.0,0.66,
2021-02-12,North Carolina,1447413.0,1985050.0,1075646.0,370032.0,48191.0,0.7290000000000001,
2021-02-12,Idaho,214063.0,320800.0,159796.0,43231.0,7810.0,0.667,
2021-02-12,California,5341104.0,7963575.0,4222810.0,1081040.0,202925.0,0.6709999999999999,
2021-02-12,Massachusetts,962711.0,1499450.0,741746.0,218795.0,39662.0,0.642,
2021-02-12,Delaware,136591.0,188075.0,108096.0,27742.0,3195.0,0.726,
2021-02-12,North Dakota,139392.0,155375.0,94160.0,43276.0,3795.0,0.897,
2021-02-12,American Samoa,15032.0,29450.0,10057.0,4968.0,429.0,0.51,
2021-02-12,New Hampshire,191114.0,298175.0,135257.0,55696.0,5424.0,0.6409999999999999,
2021-02-12,Federated States of Micronesia,8751.0,30000.0,8270.0,453.0,249.0,0.292,
2021-02-12,United States,48410558.0,69014725.0,35834855.0,12085830.0,1655907.0,0.701,
2021-02-12,Michigan,1465627.0,1896800.0,1023114.0,425663.0,47350.0,0.773,
2021-02-12,Virginia,1274838.0,1590575.0,971199.0,273106.0,40141.0,0.8009999999999999,
2021-02-12,Rhode Island,131913.0,211850.0,91809.0,40051.0,3566.0,0.623,
2021-02-12,Missouri,717483.0,1116475.0,537256.0,172953.0,25899.0,0.643,
2021-02-12,Colorado,844620.0,1204800.0,586187.0,254037.0,26131.0,0.701,
2021-02-12,Wyoming,89138.0,122000.0,65857.0,23032.0,3103.0,0.731,
2021-02-12,Louisiana,701110.0,894850.0,482025.0,217681.0,23529.0,0.7829999999999999,
2021-02-12,Veterans Health,1439337.0,2042525.0,1056801.0,381365.0,51618.0,0.705,
2021-02-12,Georgia,1273015.0,2017525.0,967179.0,279546.0,31628.0,0.631,
2021-02-12,Mississippi,386333.0,609025.0,296066.0,89697.0,15778.0,0.634,
2021-02-12,Washington,1080510.0,1437825.0,819728.0,247481.0,36081.0,0.7509999999999999,
2021-02-12,Connecticut,626678.0,814525.0,450204.0,167894.0,17762.0,0.769,
2021-02-12,Pennsylvania,1668862.0,2592850.0,1264215.0,399610.0,56762.0,0.644,
2021-02-12,Indiana,873568.0,1360125.0,659495.0,213259.0,23240.0,0.642,
2021-02-12,Arkansas,447146.0,629900.0,325562.0,118465.0,13710.0,0.71,
2021-02-12,Long Term Care,5507785.0,,,,155450.0,,
2021-02-12,Vermont,100036.0,138025.0,68654.0,31208.0,2855.0,0.725,
2021-02-12,Oklahoma,640353.0,815675.0,458056.0,178566.0,18523.0,0.785,
2021-02-12,Virgin Islands,11691.0,26425.0,8404.0,3287.0,401.0,0.442,
2021-02-12,Utah,510267.0,579700.0,307059.0,105704.0,19110.0,0.88,
2021-02-12,Kentucky,636518.0,882400.0,468357.0,165324.0,21820.0,0.721,
2021-02-12,Puerto Rico,336959.0,706600.0,248934.0,86660.0,6991.0,0.47700000000000004,
2021-02-12,Illinois,1674988.0,2481075.0,1294565.0,348826.0,61067.0,0.675,
2021-02-12,Northern Mariana Islands,12971.0,29650.0,8497.0,4465.0,234.0,0.43700000000000006,
2021-02-12,Montana,157695.0,194325.0,115415.0,41895.0,5023.0,0.812,
2021-02-12,Guam,35917.0,51300.0,26699.0,8955.0,1221.0,0.7,
2021-02-12,District of Columbia,,,,,3844.0,,
2021-02-12,Maryland,778790.0,1188700.0,580112.0,197848.0,26306.0,0.655,
2021-02-12,Maine,193246.0,299375.0,141778.0,49721.0,4859.0,0.645,
2021-02-12,Alabama,571115.0,936200.0,448071.0,122019.0,20074.0,0.61,
2021-02-12,Oregon,589035.0,840575.0,434561.0,152361.0,14555.0,0.701,
2021-02-12,Tennessee,901616.0,1331775.0,618010.0,279980.0,26161.0,0.677,
2021-02-12,South Carolina,649375.0,826950.0,500005.0,140806.0,18640.0,0.785,
2021-02-12,Bureau of Prisons,45617.0,43775.0,29060.0,16449.0,1065.0,1.042,
2021-02-12,Minnesota,787006.0,1129850.0,595334.0,188872.0,21793.0,0.6970000000000001,
2021-02-12,Republic of Palau,3871.0,9200.0,3109.0,762.0,73.0,0.42100000000000004,
2021-02-12,New Jersey,1252742.0,1773525.0,941794.0,305518.0,52572.0,0.706,
2021-02-12,South Dakota,148670.0,182025.0,103076.0,45505.0,3868.0,0.8170000000000001,
2021-02-12,Florida,3216044.0,4332100.0,2235645.0,962465.0,136471.0,0.742,
2021-02-12,Indian Health Svc,346969.0,679950.0,251445.0,90005.0,14664.0,0.51,
2021-02-12,Alaska,167436.0,271350.0,118189.0,48969.0,4776.0,0.617,
2021-02-12,New York State,2712546.0,3870175.0,1907783.0,721554.0,82892.0,0.701,
2021-02-12,Texas,3873581.0,5095175.0,2834361.0,1036384.0,134688.0,0.76,
2021-02-13,Wyoming,89138.0,122000.0,65857.0,23032.0,2469.0,0.731,
2021-02-13,Arizona,1041021.0,1393475.0,811080.0,226158.0,39176.0,0.747,
2021-02-13,Texas,4007986.0,5098825.0,2901250.0,1103754.0,128579.0,0.7859999999999999,
2021-02-13,Washington,1121779.0,1437825.0,844801.0,263257.0,36287.0,0.78,
2021-02-13,Veterans Health,1502661.0,2042525.0,1091919.0,409548.0,53122.0,0.736,
2021-02-13,Missouri,806902.0,1129875.0,592128.0,205645.0,31850.0,0.7140000000000001,
2021-02-13,Utah,510267.0,579700.0,307059.0,105704.0,15712.0,0.88,
2021-02-13,New Jersey,1309703.0,1775575.0,971241.0,332888.0,38345.0,0.738,
2021-02-13,Ohio,1613153.0,2315100.0,1200949.0,409487.0,52952.0,0.6970000000000001,
2021-02-13,Bureau of Prisons,46926.0,43775.0,29797.0,17017.0,1044.0,1.072,
2021-02-13,Maryland,812231.0,1192675.0,598423.0,212923.0,26485.0,0.6809999999999999,
2021-02-13,Northern Mariana Islands,13394.0,29650.0,8596.0,4789.0,242.0,0.452,
2021-02-13,Dept of Defense,726338.0,1080050.0,548146.0,167889.0,19658.0,0.6729999999999999,
2021-02-13,Nebraska,273950.0,407500.0,188607.0,83670.0,7935.0,0.672,
2021-02-13,Montana,167360.0,199825.0,122026.0,44935.0,5211.0,0.838,
2021-02-13,California,5562553.0,8051475.0,4345018.0,1178577.0,203565.0,0.691,
2021-02-13,North Dakota,144179.0,155375.0,96731.0,45474.0,3348.0,0.9279999999999999,
2021-02-13,Indian Health Svc,362802.0,691650.0,261997.0,95032.0,12391.0,0.525,
2021-02-13,Kentucky,649810.0,892100.0,474397.0,172518.0,18949.0,0.728,
2021-02-13,Virgin Islands,12182.0,26425.0,8649.0,3533.0,388.0,0.461,
2021-02-13,Louisiana,735622.0,895150.0,501286.0,232766.0,23556.0,0.8220000000000001,
2021-02-13,New Hampshire,200675.0,311875.0,141108.0,59402.0,5642.0,0.643,
2021-02-13,United States,50641884.0,69883625.0,37056122.0,13082172.0,1657703.0,0.725,
2021-02-13,Rhode Island,136904.0,228650.0,95258.0,41591.0,3582.0,0.599,
2021-02-13,Colorado,885581.0,1210475.0,609445.0,271661.0,27246.0,0.732,
2021-02-13,Michigan,1537856.0,1919675.0,1061320.0,459336.0,49239.0,0.8009999999999999,
2021-02-13,Mississippi,407723.0,613900.0,303627.0,103462.0,15323.0,0.664,
2021-02-13,Connecticut,654766.0,847200.0,462710.0,183146.0,19338.0,0.773,
2021-02-13,Vermont,102716.0,138025.0,70351.0,32186.0,2818.0,0.7440000000000001,
2021-02-13,Pennsylvania,1678229.0,2682600.0,1269266.0,403898.0,48534.0,0.626,
2021-02-13,Indiana,1018783.0,1387975.0,749756.0,267774.0,38430.0,0.7340000000000001,
2021-02-13,Arkansas,457386.0,630700.0,330146.0,124040.0,11816.0,0.725,
2021-02-13,New York State,2821335.0,3941225.0,1959193.0,778565.0,85146.0,0.716,
2021-02-13,Long Term Care,5667091.0,,,,148304.0,,
2021-02-13,Georgia,1328795.0,2020275.0,987693.0,313961.0,32847.0,0.6579999999999999,
2021-02-13,Oklahoma,660835.0,815675.0,468199.0,188852.0,17083.0,0.81,
2021-02-13,West Virginia,376113.0,395600.0,242233.0,133868.0,8749.0,0.951,
2021-02-13,Alaska,175138.0,271550.0,122463.0,52380.0,5142.0,0.645,
2021-02-13,Florida,3351430.0,4441375.0,2304435.0,1028266.0,137942.0,0.755,
2021-02-13,Minnesota,831483.0,1130550.0,622541.0,205958.0,18302.0,0.735,
2021-02-13,District of Columbia,,,,,3844.0,,
2021-02-13,Republic of Palau,4212.0,9200.0,3109.0,1103.0,122.0,0.45799999999999996,
2021-02-13,South Carolina,674843.0,891450.0,512156.0,153014.0,18852.0,0.757,
2021-02-13,South Dakota,155026.0,182025.0,106251.0,48674.0,3919.0,0.852,
2021-02-13,Federated States of Micronesia,9230.0,30000.0,8434.0,767.0,271.0,0.308,
2021-02-13,New Mexico,399911.0,429950.0,276820.0,118379.0,11043.0,0.93,
2021-02-13,Marshall Islands,5730.0,21000.0,5095.0,596.0,141.0,0.273,
2021-02-13,Wisconsin,916129.0,1082100.0,689583.0,216092.0,39698.0,0.847,
2021-02-13,Oregon,650929.0,841550.0,466801.0,181841.0,20151.0,0.773,
2021-02-13,Kansas,367891.0,581975.0,273430.0,91577.0,12520.0,0.632,
2021-02-13,Massachusetts,1009560.0,1502725.0,771430.0,235910.0,40349.0,0.672,
2021-02-13,Virginia,1330305.0,1596425.0,993156.0,306484.0,39675.0,0.833,
2021-02-13,Nevada,411057.0,533800.0,318400.0,90476.0,12686.0,0.77,
2021-02-13,Iowa,432473.0,595775.0,317851.0,109660.0,17707.0,0.726,
2021-02-13,American Samoa,15382.0,29450.0,10062.0,5308.0,446.0,0.522,
2021-02-13,Hawaii,217780.0,310400.0,159583.0,58194.0,5532.0,0.7020000000000001,
2021-02-13,Illinois,1772568.0,2561800.0,1364527.0,375992.0,63229.0,0.6920000000000001,
2021-02-13,Guam,37750.0,51300.0,27348.0,10117.0,1256.0,0.736,
2021-02-13,Maine,193246.0,299375.0,141778.0,49721.0,3517.0,0.645,
2021-02-13,Idaho,221585.0,328600.0,163950.0,46516.0,6481.0,0.674,
2021-02-13,North Carolina,1523425.0,2047050.0,1114685.0,406851.0,50312.0,0.7440000000000001,
2021-02-13,Alabama,601159.0,963600.0,467032.0,133029.0,20855.0,0.624,
2021-02-13,Tennessee,926787.0,1357425.0,634688.0,288311.0,24927.0,0.6829999999999999,
2021-02-13,Puerto Rico,370837.0,706800.0,266635.0,102807.0,10163.0,0.525,
2021-02-13,Delaware,142103.0,188075.0,111918.0,29423.0,3375.0,0.7559999999999999,
2021-02-14,West Virginia,386583.0,395600.0,247689.0,138882.0,9220.0,0.977,
2021-02-14,Nevada,428423.0,534775.0,327691.0,98469.0,13479.0,0.8009999999999999,
2021-02-14,Dept of Defense,751746.0,1084925.0,561995.0,179425.0,18608.0,0.693,
2021-02-14,Nebraska,285708.0,407500.0,195639.0,88356.0,7833.0,0.701,
2021-02-14,New York State,2925186.0,3969050.0,2007952.0,833444.0,84046.0,0.737,
2021-02-14,South Carolina,704186.0,891650.0,525641.0,167699.0,19324.0,0.79,
2021-02-14,New Mexico,419882.0,429950.0,286538.0,128316.0,12584.0,0.977,
2021-02-14,Connecticut,674704.0,854725.0,473106.0,191978.0,20109.0,0.789,
2021-02-14,New Hampshire,208541.0,311875.0,146718.0,61658.0,6093.0,0.669,
2021-02-14,Colorado,926807.0,1210475.0,631243.0,290991.0,28130.0,0.7659999999999999,
2021-02-14,Rhode Island,141155.0,228650.0,97380.0,43717.0,3441.0,0.617,
2021-02-14,Virginia,1355231.0,1596425.0,1004422.0,320109.0,35980.0,0.8490000000000001,
2021-02-14,Montana,176810.0,199825.0,127657.0,48739.0,5578.0,0.885,
2021-02-14,New Jersey,1349327.0,1776775.0,992728.0,350955.0,39217.0,0.759,
2021-02-14,California,5820388.0,8059325.0,4493220.0,1287390.0,190746.0,0.722,
2021-02-14,Republic of Palau,4321.0,9200.0,3109.0,1212.0,122.0,0.47,
2021-02-14,Delaware,146437.0,188075.0,114564.0,31095.0,3287.0,0.779,
2021-02-14,Washington,1166471.0,1437825.0,870853.0,281718.0,37336.0,0.8109999999999999,
2021-02-14,District of Columbia,,,,,3844.0,,
2021-02-14,Virgin Islands,12288.0,26425.0,8730.0,3558.0,402.0,0.465,
2021-02-14,Michigan,1604973.0,1919975.0,1096479.0,490997.0,50433.0,0.836,
2021-02-14,South Dakota,160223.0,182025.0,109875.0,50247.0,4112.0,0.88,
